station id, station name, valid,povp. T [°C],količina padavin [mm]
_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 12:00,16.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 12:10,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 12:20,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 12:30,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 12:40,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 12:50,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 13:00,17.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 13:10,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 13:20,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 13:30,18.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 13:40,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 13:50,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 14:00,18.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 14:10,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 14:20,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 14:30,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 14:40,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 14:50,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 15:00,19.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 15:10,19.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 15:20,19.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 15:30,19.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 15:40,19.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 15:50,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 16:00,19.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 16:10,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 16:20,19.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 16:30,19.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 16:40,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 16:50,18.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 17:00,18.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 17:10,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 17:20,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 17:30,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 17:40,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 17:50,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 18:00,16.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 18:10,16,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 18:20,15.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 18:30,15.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 18:40,15,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 18:50,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 19:00,14.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 19:10,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 19:20,14.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 19:30,14,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 19:40,13.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 19:50,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 20:00,13.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 20:10,13.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 20:20,13.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 20:30,13.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 20:40,13.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 20:50,13.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 21:00,13.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 21:10,13.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 21:20,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 21:30,12.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 21:40,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 21:50,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 22:00,12.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 22:10,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 22:20,12.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 22:30,12.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 22:40,11.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 22:50,11.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 23:00,11.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 23:10,11.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 23:20,11.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 23:30,11.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 23:40,10.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-23 23:50,10.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 00:00,10.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 00:10,9.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 00:20,9.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 00:30,9.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 00:40,9.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 00:50,9.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 01:00,9.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 01:10,9.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 01:20,9.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 01:30,9.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 01:40,8.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 01:50,8.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 02:00,8.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 02:10,8.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 02:20,8.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 02:30,8.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 02:40,8.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 02:50,8.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 03:00,8.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 03:10,8.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 03:20,8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 03:30,7.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 03:40,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 03:50,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 04:00,7.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 04:10,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 04:20,7.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 04:30,7.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 04:40,7.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 04:50,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 05:00,7.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 05:10,7.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 05:20,7.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 05:30,7.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 05:40,7.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 05:50,7.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 06:00,7.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 06:10,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 06:20,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 06:30,7.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 06:40,7.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 06:50,7.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 07:00,7.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 07:10,7.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 07:20,8.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 07:30,8.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 07:40,8.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 07:50,8.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 08:00,8.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 08:10,8.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 08:20,9.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 08:30,9.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 08:40,9.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 08:50,9.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 09:00,9.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 09:10,9.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 09:20,10.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 09:30,10.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 09:40,10.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 09:50,11.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 10:00,11.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 10:10,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 10:20,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 10:30,12.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 10:40,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 10:50,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 11:00,14.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 11:10,15.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 11:20,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 11:30,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 11:40,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 11:50,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 12:00,16.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 12:10,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 12:20,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 12:30,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 12:40,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 12:50,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 13:00,16.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 13:10,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 13:20,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 13:30,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 13:40,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 13:50,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 14:00,16.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 14:10,16.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 14:20,16.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 14:30,16.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 14:40,16.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 14:50,16,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 15:00,16.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 15:10,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 15:20,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 15:30,16.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 15:40,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 15:50,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 16:00,16.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 16:10,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 16:20,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 16:30,16.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 16:40,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 16:50,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 17:00,16.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 17:10,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 17:20,15.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 17:30,15.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 17:40,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 17:50,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 18:00,15.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 18:10,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 18:20,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 18:30,15.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 18:40,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 18:50,14.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 19:00,14.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 19:10,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 19:20,14.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 19:30,14.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 19:40,15,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 19:50,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 20:00,15,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 20:10,15.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 20:20,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 20:30,15.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 20:40,15.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 20:50,15.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 21:00,15.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 21:10,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 21:20,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 21:30,15.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 21:40,15.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 21:50,15,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 22:00,14.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 22:10,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 22:20,14.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 22:30,14.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 22:40,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 22:50,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 23:00,14.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 23:10,14.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 23:20,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 23:30,14.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 23:40,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-24 23:50,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 00:00,14.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 00:10,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 00:20,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 00:30,14.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 00:40,14,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 00:50,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 01:00,13.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 01:10,13.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 01:20,13.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 01:30,13.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 01:40,13.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 01:50,13.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 02:00,13.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 02:10,13.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 02:20,13.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 02:30,13.2,0.1

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 02:40,13.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 02:50,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 03:00,13.1,0.1

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 03:10,13,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 03:20,12.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 03:30,12.8,0.8

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 03:40,12.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 03:50,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 04:00,12.7,0.4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 04:10,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 04:20,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 04:30,12.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 04:40,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 04:50,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 05:00,12.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 05:10,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 05:20,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 05:30,12.5,0.3

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 05:40,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 05:50,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 06:00,12.5,0.2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 06:10,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 06:20,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 06:30,12.4,0.2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 06:40,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 06:50,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 07:00,12.4,1.4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 07:10,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 07:20,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 07:30,12.4,1.3

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 07:40,12.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 07:50,12.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 08:00,12.2,0.5

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 08:10,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 08:20,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 08:30,12,0.1

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 08:40,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 08:50,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 09:00,12,1.4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 09:10,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 09:20,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 09:30,12.1,1.6

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 09:40,12.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 09:50,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 10:00,12,1.6

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 10:10,11.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 10:20,12,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 10:30,12,2.6

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 10:40,12.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 10:50,12.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 11:00,12.3,0.9

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 11:10,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 11:20,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 11:30,12.4,1.2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 11:40,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 11:50,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 12:00,12.5,2.5

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 12:10,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 12:20,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 12:30,12.6,2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 12:40,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 12:50,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 13:00,12.7,1.6

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 13:10,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 13:20,12.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 13:30,12.8,2.8

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 13:40,12.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 13:50,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 14:00,12.8,3.5

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 14:10,12.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 14:20,12.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 14:30,13,2.7

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 14:40,13,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 14:50,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 15:00,13.1,0.5

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 15:10,13.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 15:20,13.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 15:30,13.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 15:40,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 15:50,13,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 16:00,13.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 16:10,13.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 16:20,13,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 16:30,13,0.8

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 16:40,12.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 16:50,12.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 17:00,12.8,2.2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 17:10,12.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 17:20,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 17:30,12.5,1.5

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 17:40,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 17:50,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 18:00,12.5,0.2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 18:10,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 18:20,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 18:30,12.5,0.4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 18:40,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 18:50,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 19:00,12.5,1.6

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 19:10,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 19:20,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 19:30,12.5,3.9

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 19:40,12.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 19:50,12.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 20:00,12.5,3

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 20:10,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 20:20,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 20:30,12.6,2.6

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 20:40,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 20:50,12.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 21:00,12.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 21:10,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 21:20,12.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-25 21:30,12.7,0.1

