station id, station name, valid,povp. T [°C],količina padavin [mm]

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 13:50,26.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 14:00,27.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 14:10,27.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 14:20,27,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 14:30,27.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 14:40,27.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 14:50,28,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 15:00,28,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 15:10,28.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 15:20,28.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 15:30,28.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 15:40,28.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 15:50,28.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 16:00,28.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 16:10,28.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 16:20,28.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 16:30,28.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 16:40,28.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 16:50,28.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 17:00,27.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 17:10,27.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 17:20,27.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 17:30,26.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 17:40,26.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 17:50,26.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 18:00,25.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 18:10,25.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 18:20,25.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 18:30,24.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 18:40,24.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 18:50,24.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 19:00,24.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 19:10,23.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 19:20,23.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 19:30,23.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 19:40,22.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 19:50,22.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 20:00,22.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 20:10,22.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 20:20,22.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 20:30,22.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 20:40,21.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 20:50,21.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 21:00,21.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 21:10,20.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 21:20,20.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 21:30,20.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 21:40,20.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 21:50,20.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 22:00,20.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 22:10,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 22:20,19.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 22:30,19.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 22:40,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 22:50,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 23:00,19.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 23:10,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 23:20,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 23:30,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 23:40,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-05 23:50,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 00:00,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 00:10,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 00:20,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 00:30,18.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 00:40,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 00:50,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 01:00,18.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 01:10,18.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 01:20,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 01:30,18.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 01:40,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 01:50,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 02:00,18.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 02:10,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 02:20,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 02:30,17.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 02:40,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 02:50,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 03:00,17.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 03:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 03:20,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 03:30,16.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 03:40,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 03:50,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 04:00,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 04:10,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 04:20,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 04:30,16.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 04:40,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 04:50,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 05:00,16.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 05:10,16.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 05:20,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 05:30,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 05:40,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 05:50,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 06:00,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 06:10,15.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 06:20,15.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 06:30,16,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 06:40,16.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 06:50,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 07:00,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 07:10,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 07:20,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 07:30,16.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 07:40,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 07:50,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 08:00,17.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 08:10,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 08:20,18.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 08:30,18.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 08:40,19.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 08:50,19.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 09:00,20.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 09:10,21,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 09:20,21.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 09:30,22,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 09:40,22.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 09:50,23.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 10:00,23.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 10:10,24,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 10:20,24.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 10:30,24.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 10:40,25.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 10:50,26,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 11:00,26.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 11:10,26.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 11:20,26.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 11:30,27,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 11:40,27.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 11:50,28,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 12:00,28.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 12:10,28.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 12:20,29.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 12:30,29.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 12:40,29.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 12:50,29.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 13:00,29.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 13:10,30.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 13:20,30.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 13:30,30.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 13:40,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 13:50,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 14:00,30.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 14:10,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 14:20,30.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 14:30,30.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 14:40,30.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 14:50,30.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 15:00,30.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 15:10,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 15:20,30.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 15:30,30.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 15:40,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 15:50,30.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 16:00,30.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 16:10,30.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 16:20,30,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 16:30,29.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 16:40,29.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 16:50,29.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 17:00,29.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 17:10,28.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 17:20,28.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 17:30,28.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 17:40,27.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 17:50,27.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 18:00,27.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 18:10,27.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 18:20,26.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 18:30,26.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 18:40,26.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 18:50,26.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 19:00,25.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 19:10,25.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 19:20,25.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 19:30,25,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 19:40,24.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 19:50,24.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 20:00,24.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 20:10,23.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 20:20,23.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 20:30,23.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 20:40,23.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 20:50,23.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 21:00,23.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 21:10,23.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 21:20,23,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 21:30,22.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 21:40,22.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 21:50,22.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 22:00,22.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 22:10,22.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 22:20,22.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 22:30,22.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 22:40,22.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 22:50,22.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 23:00,22.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 23:10,22,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 23:20,22.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 23:30,22,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 23:40,21.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-06 23:50,21.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 00:00,20.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 00:10,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 00:20,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 00:30,19,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 00:40,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 00:50,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 01:00,18.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 01:10,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 01:20,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 01:30,18.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 01:40,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 01:50,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 02:00,19,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 02:10,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 02:20,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 02:30,18.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 02:40,18.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 02:50,18.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 03:00,18.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 03:10,18.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 03:20,18.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 03:30,18.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 03:40,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 03:50,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 04:00,18,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 04:10,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 04:20,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 04:30,17.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 04:40,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 04:50,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 05:00,17.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 05:10,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 05:20,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 05:30,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 05:40,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 05:50,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 06:00,17.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 06:10,17.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 06:20,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 06:30,17.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 06:40,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 06:50,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 07:00,18.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 07:10,18.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 07:20,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 07:30,19.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 07:40,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 07:50,19.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 08:00,19.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 08:10,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 08:20,20.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 08:30,20.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 08:40,21.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 08:50,21.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 09:00,22.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 09:10,22.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 09:20,23.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 09:30,23.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 09:40,24.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 09:50,25.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 10:00,25.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 10:10,25.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 10:20,26.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 10:30,26.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 10:40,27.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 10:50,27.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 11:00,27.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 11:10,28.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 11:20,27.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 11:30,28,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 11:40,28.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 11:50,28.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 12:00,28.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 12:10,28.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 12:20,28.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 12:30,28.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 12:40,28.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 12:50,28.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 13:00,28.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 13:10,28.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 13:20,29.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 13:30,29.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 13:40,29.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 13:50,29.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 14:00,29.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 14:10,29.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 14:20,29.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 14:30,29.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 14:40,28.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 14:50,28.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 15:00,28.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 15:10,28.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 15:20,28.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 15:30,28.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 15:40,28.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 15:50,28.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 16:00,28.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 16:10,28.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 16:20,27.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 16:30,27.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 16:40,27.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 16:50,27.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 17:00,27.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 17:10,27.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 17:20,27.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 17:30,27,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 17:40,26.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 17:50,26.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 18:00,26.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 18:10,26,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 18:20,25.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 18:30,25.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 18:40,25.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 18:50,25.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 19:00,25.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 19:10,25,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 19:20,24.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 19:30,24.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 19:40,24.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 19:50,24.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 20:00,24.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 20:10,23.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 20:20,23.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 20:30,23.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 20:40,23.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 20:50,23.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 21:00,23.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 21:10,22.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 21:20,22.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 21:30,22.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 21:40,22.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 21:50,22.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 22:00,22,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 22:10,21.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 22:20,22,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 22:30,22,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 22:40,21.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 22:50,21.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 23:00,21.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 23:10,21.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 23:20,20.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 23:30,20.7,0

